"FileName","SHA256","LengthBytes","FinalLabels","PreservationDecision","DuplicateContent","SupersededDefinitions","LatestDefinitions","FullySupersededByDefinitionsOnly","SecuritySensitive","StorageSensitive","PossibleDataBearing","ContainsDestructiveDDL","ManualReviewNotes"
"20260519103000_resolve_branch_catalog_items_on_cancel_restore.sql","58CD9CB60355D52589C57C285DE59F9532EDC85B9B904205D44EF4350F004452","5612","HistoricalRecord;ProductionBaselineCovered;ContainsLatestHistoricalDefinition;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","2","False","True","False","True","True","2 repeated object definition(s) are the latest detected definitions within the historical chain. Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519110000_inventory_movements_actor_display_identity.sql","642EB3E67B462ABE56E23BFFD87C75794C6AE89C94D63D1B3CE573547C68E67C","1670","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519113000_inventory_movements_recover_sale_actor_from_invoice.sql","D7A549C746EC26A3C71DF3047A88EDE70201E451C6868F51DA807ADA98ED6BA3","3567","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","","0","True","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519120000_inventory_movements_pos_actor_for_sales_and_voids.sql","AF07D40366A9F3CFE64DBFD8562E8B77EABE187A0471F1E11CD308BBE9E0309B","4643","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260519133000_add_pos_pin_plain_to_pos_profiles.sql","D6119D474C97538D436B09C58C157165E8C69EB5A8E409535E92566FCD41013F","260","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260519143000_create_announcements_mvp.sql","29E39111D7FA1FC413015B7BDB9700324216BF5A435F78FB15F2991C223FF8AE","3744","HistoricalRecord;ProductionBaselineCovered;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","True","Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260520090000_announcement_manual_customers.sql","7F66CAC8605759488145A53C152AFF8B39791B2E634E74F605B5177D5267F689","1524","HistoricalRecord;ProductionBaselineCovered;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","True","Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260520093000_announcement_whatsapp_send_status.sql","0E0922CF0933176D380273ECB4B990E99E1483DA4490A7953163548007AF09D3","510","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260520094500_announcement_cta_fields.sql","FDEF8E93C145F0329E5B04F44D3A36236076E9EAAB1569BBEF398271CEF65440","164","HistoricalRecord;ProductionBaselineCovered","PreserveInHistoricalArchive","False","0","0","False","False","False","False","False",""
"20260520100000_announcement_image_support.sql","8F1B6CC59CC2633D7AD98DBE1885C32582EC6ABF5A423394EE6534906ABB365E","520","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;StorageSensitive","PreserveForAuditAndHistory","False","0","0","False","False","True","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. References Supabase Storage objects or buckets and must remain documented."
"20260705000000_self_heal_order_number_sequence_drift.sql","22DD496BCFF81265C36721D0C0E3548895327FC2B771A9556D2AA4EC5F064AA6","2716","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260713090000_secure_pos_pin_credentials.sql","93CDE3D0B83FE7F4457F1902A2499EC3D04413C90EF5297119F6A8762FB0FB80","6833","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260716150000_support_center_foundation.sql","60926F6ED117DA9D53DE6AB059A9CB5204899FD7C8D1C8B2FAB4FD3D04A61704","14524","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;ContainsDestructiveDDL;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","True","True","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. Contains DROP or other destructive DDL, commonly used before recreating functions or policies. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260717150000_support_provider_operational_metrics.sql","AE4DF280C93F895D4D3EE864777CA3BD157840F613891646146F40A9299A9339","15846","HistoricalRecord;ProductionBaselineCovered;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","False","False","False","Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
"20260717180000_support_secure_attachments.sql","2D705E58BD8E9A81C4DC0E935FF0D9EBCAECCDA82247C5414A695A075064F4F5","3177","HistoricalRecord;ProductionBaselineCovered;PossibleDataBearing;StorageSensitive;SecuritySensitive","PreserveForAuditAndHistory","False","0","0","False","True","True","True","False","Contains INSERT, UPDATE, or DELETE text; manual review is required because statements may be inside function bodies. References Supabase Storage objects or buckets and must remain documented. Contains security-relevant definitions such as RLS, grants, revokes, auth references, or SECURITY DEFINER."
